s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 2.800E+002, 5.921E+001, 4.661E+001, 3.301E+001, 2.556E+001, 2.325E+001, 2.263E+001, 2.274E+001, 2.320E+001, 2.386E+001, 2.669E+001, 5.776E+001, 6.323E+001, 5.541E+001, 4.283E+001, 3.700E+001, 3.552E+001, 3.369E+001, 3.253E+001, 2.855E+001, 2.643E+001, 3.724E+001, 1.126E+002, 1.156E+002, 1.055E+002, 9.850E+001, 1.023E+002, 1.130E+002, 1.219E+002, 1.255E+002, 1.396E+002, 1.622E+002, 2.128E+001, 3.652E+001, 3.541E+001, 2.299E+001, 1.930E+001, 1.906E+001, 1.879E+001, 1.873E+001, 1.872E+001, 1.878E+001, 1.893E+001, 7.763E+001, 7.777E+001, 7.919E+001, 7.885E+001, 7.807E+001, 7.999E+001, 8.227E+001, 7.260E+001, 9.017E+001, 8.003E+001, 6.655E+001, 8.005E+001, 7.081E+001, 6.331E+001, 6.151E+001, 7.173E+001, 7.176E+001, 7.034E+001, 5.727E+001, 6.057E+001, 5.999E+001, 6.378E+001, 5.195E+001, 9.018E+001, 7.343E+001, 5.758E+001, 6.346E+001, 5.732E+001, 7.350E+001, 4.621E+001, 5.578E+001, 5.690E+001, 4.914E+001, 4.155E+001, 4.878E+001, 4.922E+001, 4.558E+001, 2.072E-001, 3.861E-004, 1.190E-009, 1.889E-001, 7.472E-003, 2.224E-005, 4.000E+000
 2.900E+002, 6.304E+001, 5.066E+001, 2.948E+001, 2.311E+001, 2.294E+001, 2.309E+001, 2.327E+001, 2.394E+001, 2.462E+001, 2.696E+001, 6.072E+001, 7.030E+001, 6.200E+001, 4.643E+001, 3.924E+001, 3.401E+001, 3.114E+001, 3.036E+001, 2.812E+001, 2.669E+001, 3.770E+001, 1.203E+002, 1.324E+002, 1.246E+002, 1.173E+002, 1.208E+002, 1.339E+002, 1.511E+002, 1.634E+002, 1.957E+002, 2.323E+002, 2.142E+001, 3.519E+001, 2.856E+001, 2.098E+001, 1.901E+001, 1.876E+001, 1.861E+001, 1.857E+001, 1.856E+001, 1.863E+001, 1.871E+001, 8.172E+001, 8.053E+001, 8.193E+001, 8.237E+001, 8.184E+001, 8.342E+001, 8.217E+001, 7.956E+001, 9.218E+001, 8.472E+001, 7.452E+001, 7.598E+001, 7.216E+001, 7.316E+001, 6.848E+001, 6.700E+001, 6.648E+001, 7.238E+001, 6.329E+001, 5.139E+001, 5.123E+001, 6.336E+001, 5.629E+001, 8.822E+001, 6.690E+001, 5.230E+001, 5.233E+001, 5.835E+001, 8.335E+001, 4.352E+001, 4.266E+001, 5.441E+001, 5.130E+001, 3.907E+001, 4.260E+001, 4.623E+001, 4.622E+001, 2.070E-001, 3.928E-004, 2.347E-008, 1.887E-001, 7.932E-003, 2.367E-005, 4.000E+000
 3.000E+002, 7.266E+001, 5.669E+001, 3.535E+001, 2.482E+001, 2.299E+001, 2.319E+001, 2.346E+001, 2.405E+001, 2.496E+001, 2.720E+001, 6.169E+001, 7.076E+001, 6.229E+001, 4.686E+001, 3.758E+001, 3.226E+001, 2.641E+001, 2.528E+001, 2.351E+001, 2.337E+001, 3.812E+001, 1.341E+002, 1.537E+002, 1.472E+002, 1.457E+002, 1.533E+002, 1.657E+002, 1.864E+002, 1.998E+002, 2.360E+002, 2.808E+002, 2.155E+001, 3.546E+001, 2.931E+001, 2.094E+001, 1.887E+001, 1.872E+001, 1.869E+001, 1.876E+001, 1.882E+001, 1.899E+001, 1.916E+001, 8.943E+001, 8.937E+001, 9.127E+001, 9.347E+001, 9.422E+001, 9.475E+001, 9.313E+001, 7.534E+001, 9.552E+001, 9.522E+001, 8.152E+001, 7.346E+001, 7.448E+001, 7.279E+001, 7.016E+001, 6.541E+001, 7.859E+001, 8.145E+001, 6.342E+001, 5.777E+001, 6.987E+001, 7.191E+001, 5.477E+001, 8.648E+001, 7.353E+001, 5.938E+001, 7.298E+001, 6.134E+001, 8.469E+001, 4.962E+001, 5.898E+001, 5.943E+001, 4.901E+001, 4.452E+001, 5.022E+001, 5.189E+001, 4.602E+001, 2.073E-001, 3.876E-004, 5.185E-009, 1.894E-001, 7.544E-003, 2.246E-005, 4.000E+000
 3.100E+002, 5.588E+001, 4.679E+001, 2.868E+001, 2.284E+001, 2.273E+001, 2.298E+001, 2.315E+001, 2.381E+001, 2.472E+001, 2.743E+001, 6.073E+001, 7.001E+001, 6.230E+001, 4.776E+001, 3.924E+001, 3.193E+001, 2.794E+001, 2.644E+001, 2.374E+001, 2.234E+001, 3.852E+001, 1.215E+002, 1.212E+002, 1.146E+002, 1.109E+002, 1.145E+002, 1.216E+002, 1.340E+002, 1.407E+002, 1.582E+002, 1.805E+002, 2.167E+001, 3.503E+001, 2.915E+001, 2.155E+001, 2.013E+001, 2.014E+001, 2.017E+001, 2.030E+001, 2.037E+001, 2.054E+001, 2.067E+001, 7.849E+001, 7.838E+001, 7.893E+001, 7.987E+001, 8.287E+001, 8.431E+001, 8.441E+001, 7.012E+001, 8.443E+001, 8.957E+001, 7.811E+001, 7.117E+001, 6.997E+001, 6.471E+001, 6.633E+001, 6.178E+001, 7.030E+001, 7.106E+001, 6.284E+001, 5.662E+001, 6.429E+001, 6.630E+001, 5.319E+001, 8.275E+001, 7.022E+001, 5.581E+001, 6.623E+001, 5.939E+001, 8.098E+001, 4.998E+001, 5.765E+001, 5.838E+001, 5.093E+001, 4.570E+001, 5.138E+001, 5.179E+001, 4.746E+001, 2.072E-001, 3.881E-004, 7.063E-009, 1.912E-001, 6.474E-003, 1.911E-005, 4.000E+000
 3.200E+002, 5.701E+001, 4.890E+001, 3.235E+001, 2.530E+001, 2.237E+001, 2.233E+001, 2.246E+001, 2.295E+001, 2.375E+001, 2.763E+001, 5.879E+001, 6.589E+001, 5.945E+001, 4.672E+001, 4.158E+001, 3.559E+001, 2.977E+001, 2.706E+001, 2.410E+001, 2.275E+001, 3.889E+001, 1.105E+002, 1.004E+002, 9.221E+001, 8.299E+001, 8.129E+001, 8.389E+001, 8.911E+001, 9.209E+001, 1.002E+002, 1.144E+002, 2.179E+001, 3.393E+001, 2.450E+001, 2.115E+001, 2.009E+001, 1.990E+001, 1.978E+001, 1.974E+001, 1.972E+001, 1.971E+001, 1.977E+001, 7.297E+001, 7.275E+001, 7.448E+001, 7.489E+001, 7.574E+001, 7.615E+001, 7.906E+001, 7.037E+001, 7.428E+001, 7.349E+001, 7.118E+001, 6.647E+001, 6.670E+001, 6.056E+001, 6.248E+001, 6.697E+001, 6.495E+001, 6.775E+001, 5.945E+001, 4.920E+001, 5.799E+001, 6.280E+001, 5.238E+001, 8.112E+001, 6.825E+001, 5.350E+001, 6.461E+001, 5.809E+001, 7.292E+001, 4.393E+001, 5.170E+001, 5.753E+001, 5.076E+001, 4.234E+001, 4.687E+001, 5.145E+001, 4.864E+001, 2.074E-001, 3.870E-004, 2.549E-009, 1.896E-001, 6.911E-003, 2.048E-005, 4.000E+000
 3.300E+002, 6.195E+001, 5.210E+001, 3.460E+001, 2.889E+001, 2.565E+001, 2.476E+001, 2.447E+001, 2.391E+001, 2.411E+001, 2.782E+001, 5.838E+001, 6.419E+001, 6.009E+001, 5.064E+001, 4.344E+001, 3.872E+001, 3.421E+001, 3.220E+001, 2.706E+001, 2.301E+001, 3.926E+001, 1.145E+002, 1.078E+002, 9.461E+001, 8.376E+001, 8.324E+001, 9.031E+001, 9.846E+001, 1.044E+002, 1.156E+002, 1.320E+002, 2.190E+001, 3.317E+001, 2.421E+001, 2.072E+001, 1.952E+001, 1.936E+001, 1.928E+001, 1.918E+001, 1.915E+001, 1.917E+001, 1.922E+001, 7.198E+001, 7.232E+001, 7.575E+001, 7.614E+001, 7.709E+001, 7.613E+001, 7.489E+001, 6.553E+001, 7.814E+001, 7.233E+001, 6.841E+001, 7.208E+001, 6.497E+001, 6.519E+001, 6.082E+001, 6.370E+001, 6.736E+001, 6.554E+001, 5.573E+001, 5.219E+001, 5.678E+001, 5.950E+001, 5.295E+001, 7.917E+001, 6.665E+001, 5.792E+001, 5.993E+001, 5.654E+001, 7.266E+001, 4.816E+001, 4.851E+001, 5.483E+001, 5.199E+001, 4.205E+001, 4.384E+001, 4.886E+001, 4.864E+001, 2.071E-001, 3.862E-004, 2.152E-009, 1.872E-001, 8.159E-003, 2.439E-005, 4.000E+000
 3.400E+002, 6.913E+001, 5.675E+001, 3.605E+001, 2.686E+001, 2.435E+001, 2.381E+001, 2.372E+001, 2.376E+001, 2.421E+001, 2.800E+001, 5.995E+001, 6.678E+001, 6.123E+001, 5.161E+001, 4.383E+001, 3.692E+001, 3.334E+001, 3.035E+001, 2.517E+001, 2.243E+001, 3.963E+001, 1.252E+002, 1.354E+002, 1.238E+002, 1.134E+002, 1.174E+002, 1.265E+002, 1.401E+002, 1.493E+002, 1.769E+002, 2.242E+002, 2.200E+001, 3.492E+001, 3.098E+001, 2.228E+001, 1.955E+001, 1.959E+001, 1.960E+001, 1.957E+001, 1.958E+001, 1.964E+001, 1.967E+001, 8.558E+001, 8.584E+001, 8.672E+001, 9.017E+001, 9.331E+001, 9.323E+001, 9.571E+001, 7.562E+001, 9.058E+001, 8.469E+001, 6.802E+001, 7.892E+001, 8.530E+001, 7.311E+001, 6.935E+001, 7.227E+001, 7.715E+001, 7.784E+001, 6.194E+001, 5.793E+001, 6.684E+001, 6.898E+001, 5.358E+001, 8.985E+001, 7.265E+001, 6.136E+001, 7.117E+001, 5.876E+001, 7.971E+001, 5.234E+001, 5.892E+001, 6.088E+001, 5.243E+001, 4.590E+001, 5.111E+001, 5.139E+001, 4.939E+001, 2.072E-001, 3.866E-004, 2.610E-009, 1.877E-001, 7.862E-003, 2.346E-005, 4.000E+000
 3.500E+002, 7.011E+001, 5.690E+001, 3.134E+001, 2.421E+001, 2.283E+001, 2.326E+001, 2.344E+001, 2.391E+001, 2.485E+001, 2.817E+001, 6.159E+001, 7.109E+001, 6.517E+001, 4.976E+001, 4.215E+001, 3.458E+001, 2.998E+001, 2.711E+001, 2.308E+001, 2.269E+001, 3.998E+001, 1.267E+002, 1.406E+002, 1.370E+002, 1.404E+002, 1.533E+002, 1.705E+002, 1.937E+002, 2.069E+002, 2.406E+002, 2.787E+002, 2.210E+001, 3.618E+001, 3.355E+001, 2.311E+001, 1.967E+001, 1.962E+001, 1.950E+001, 1.940E+001, 1.934E+001, 1.929E+001, 1.921E+001, 8.337E+001, 8.326E+001, 8.515E+001, 8.849E+001, 9.352E+001, 9.473E+001, 9.462E+001, 7.217E+001, 8.321E+001, 8.048E+001, 7.161E+001, 8.555E+001, 8.102E+001, 6.958E+001, 7.085E+001, 7.215E+001, 7.616E+001, 7.710E+001, 6.232E+001, 5.638E+001, 6.879E+001, 6.807E+001, 5.544E+001, 9.827E+001, 7.194E+001, 6.060E+001, 6.840E+001, 6.220E+001, 8.167E+001, 5.012E+001, 6.128E+001, 6.230E+001, 5.543E+001, 4.457E+001, 5.314E+001, 5.377E+001, 5.273E+001, 2.070E-001, 3.870E-004, 5.180E-009, 1.893E-001, 7.661E-003, 2.282E-005, 4.000E+000
 3.600E+002, 5.934E+001, 4.804E+001, 3.011E+001, 2.287E+001, 2.298E+001, 2.362E+001, 2.404E+001, 2.482E+001, 2.572E+001, 2.832E+001, 6.229E+001, 7.205E+001, 6.557E+001, 4.796E+001, 4.073E+001, 3.091E+001, 2.631E+001, 2.433E+001, 2.262E+001, 2.279E+001, 4.031E+001, 1.303E+002, 1.385E+002, 1.311E+002, 1.312E+002, 1.404E+002, 1.537E+002, 1.719E+002, 1.848E+002, 2.229E+002, 2.667E+002, 2.219E+001, 3.692E+001, 3.838E+001, 2.440E+001, 1.952E+001, 1.923E+001, 1.902E+001, 1.889E+001, 1.887E+001, 1.892E+001, 1.894E+001, 8.430E+001, 8.281E+001, 8.306E+001, 8.408E+001, 8.702E+001, 8.990E+001, 9.054E+001, 7.747E+001, 9.379E+001, 8.948E+001, 7.497E+001, 8.004E+001, 7.798E+001, 7.368E+001, 7.271E+001, 7.048E+001, 7.829E+001, 7.624E+001, 6.632E+001, 5.892E+001, 6.709E+001, 6.826E+001, 5.790E+001, 9.340E+001, 7.758E+001, 6.004E+001, 6.890E+001, 6.056E+001, 8.291E+001, 5.310E+001, 5.802E+001, 6.071E+001, 5.205E+001, 4.582E+001, 5.109E+001, 5.236E+001, 4.906E+001, 2.075E-001, 3.866E-004, 1.005E-009, 1.930E-001, 6.250E-003, 1.840E-005, 4.000E+000
 3.700E+002, 5.277E+001, 4.159E+001, 2.847E+001, 2.455E+001, 2.396E+001, 2.371E+001, 2.382E+001, 2.411E+001, 2.463E+001, 2.847E+001, 5.852E+001, 6.073E+001, 5.533E+001, 4.186E+001, 3.848E+001, 3.479E+001, 3.156E+001, 2.952E+001, 2.649E+001, 2.460E+001, 4.063E+001, 1.132E+002, 9.663E+001, 8.547E+001, 7.393E+001, 7.128E+001, 7.279E+001, 7.789E+001, 8.187E+001, 9.194E+001, 1.055E+002, 2.227E+001, 3.538E+001, 3.101E+001, 2.284E+001, 1.919E+001, 1.894E+001, 1.884E+001, 1.894E+001, 1.892E+001, 1.906E+001, 1.917E+001, 6.786E+001, 6.774E+001, 7.025E+001, 7.225E+001, 7.271E+001, 7.229E+001, 7.404E+001, 7.728E+001, 8.142E+001, 7.203E+001, 6.697E+001, 7.778E+001, 6.244E+001, 5.624E+001, 6.488E+001, 6.255E+001, 6.974E+001, 6.415E+001, 5.349E+001, 5.333E+001, 5.311E+001, 5.965E+001, 4.696E+001, 8.380E+001, 6.654E+001, 5.312E+001, 5.691E+001, 5.487E+001, 7.058E+001, 4.649E+001, 5.049E+001, 5.698E+001, 4.720E+001, 4.338E+001, 4.716E+001, 5.114E+001, 4.582E+001, 2.077E-001, 3.866E-004, 1.182E-010, 1.933E-001, 5.764E-003, 1.688E-005, 4.000E+000
 3.800E+002, 6.260E+001, 5.118E+001, 3.630E+001, 3.083E+001, 2.609E+001, 2.391E+001, 2.379E+001, 2.419E+001, 2.521E+001, 2.861E+001, 5.903E+001, 6.373E+001, 5.863E+001, 4.539E+001, 4.356E+001, 3.689E+001, 3.202E+001, 3.073E+001, 2.648E+001, 2.444E+001, 4.095E+001, 1.184E+002, 1.120E+002, 1.031E+002, 9.521E+001, 9.921E+001, 1.083E+002, 1.259E+002, 1.383E+002, 1.669E+002, 2.014E+002, 2.234E+001, 3.466E+001, 2.693E+001, 2.178E+001, 2.018E+001, 1.998E+001, 1.987E+001, 1.985E+001, 1.979E+001, 1.967E+001, 1.970E+001, 7.468E+001, 7.488E+001, 7.788E+001, 7.887E+001, 8.037E+001, 7.959E+001, 7.798E+001, 7.683E+001, 8.242E+001, 7.551E+001, 6.812E+001, 7.216E+001, 7.079E+001, 6.932E+001, 6.297E+001, 6.472E+001, 7.070E+001, 6.846E+001, 5.940E+001, 5.338E+001, 5.381E+001, 6.087E+001, 5.285E+001, 8.269E+001, 6.798E+001, 5.579E+001, 5.527E+001, 5.722E+001, 7.512E+001, 4.690E+001, 4.447E+001, 5.177E+001, 4.868E+001, 4.259E+001, 4.071E+001, 4.562E+001, 4.460E+001, 2.073E-001, 3.874E-004, 4.539E-009, 1.898E-001, 7.385E-003, 2.196E-005, 4.000E+000
 3.900E+002, 5.978E+001, 4.946E+001, 3.757E+001, 2.966E+001, 2.428E+001, 2.319E+001, 2.333E+001, 2.390E+001, 2.482E+001, 2.874E+001, 5.955E+001, 6.696E+001, 6.165E+001, 5.029E+001, 4.234E+001, 3.352E+001, 2.591E+001, 2.528E+001, 2.290E+001, 2.248E+001, 4.127E+001, 1.201E+002, 1.177E+002, 1.058E+002, 9.719E+001, 1.001E+002, 1.066E+002, 1.154E+002, 1.216E+002, 1.352E+002, 1.558E+002, 2.242E+001, 3.572E+001, 3.344E+001, 2.315E+001, 1.983E+001, 1.953E+001, 1.928E+001, 1.922E+001, 1.922E+001, 1.924E+001, 1.932E+001, 7.761E+001, 7.809E+001, 7.945E+001, 8.213E+001, 8.566E+001, 8.716E+001, 9.185E+001, 8.123E+001, 9.139E+001, 7.528E+001, 7.358E+001, 7.723E+001, 7.724E+001, 6.692E+001, 6.997E+001, 6.866E+001, 7.862E+001, 7.270E+001, 6.336E+001, 5.689E+001, 6.846E+001, 6.506E+001, 5.670E+001, 9.021E+001, 7.304E+001, 6.187E+001, 6.641E+001, 5.935E+001, 7.866E+001, 4.780E+001, 5.913E+001, 5.889E+001, 5.225E+001, 4.496E+001, 5.039E+001, 5.118E+001, 4.951E+001, 2.071E-001, 3.893E-004, 1.177E-008, 1.925E-001, 5.996E-003, 1.760E-005, 4.000E+000
 4.000E+002, 5.758E+001, 5.067E+001, 3.654E+001, 2.497E+001, 2.278E+001, 2.287E+001, 2.307E+001, 2.366E+001, 2.451E+001, 2.887E+001, 5.877E+001, 6.462E+001, 6.067E+001, 4.721E+001, 4.002E+001, 3.519E+001, 2.975E+001, 2.777E+001, 2.530E+001, 2.273E+001, 4.157E+001, 1.168E+002, 1.128E+002, 1.040E+002, 9.785E+001, 1.027E+002, 1.076E+002, 1.135E+002, 1.188E+002, 1.303E+002, 1.475E+002, 2.249E+001, 3.470E+001, 2.742E+001, 2.126E+001, 1.940E+001, 1.913E+001, 1.900E+001, 1.904E+001, 1.912E+001, 1.915E+001, 1.917E+001, 7.424E+001, 7.367E+001, 7.310E+001, 7.426E+001, 7.639E+001, 7.784E+001, 8.109E+001, 7.791E+001, 7.946E+001, 7.685E+001, 6.961E+001, 7.754E+001, 7.236E+001, 6.086E+001, 6.445E+001, 6.832E+001, 7.401E+001, 6.786E+001, 5.694E+001, 5.724E+001, 6.064E+001, 6.113E+001, 5.205E+001, 8.517E+001, 7.078E+001, 6.028E+001, 5.904E+001, 5.880E+001, 7.390E+001, 4.671E+001, 5.307E+001, 5.492E+001, 5.097E+001, 4.320E+001, 4.776E+001, 4.900E+001, 4.754E+001, 2.071E-001, 3.864E-004, 2.970E-009, 1.906E-001, 6.797E-003, 2.012E-005, 4.000E+000
 4.100E+002, 6.386E+001, 5.385E+001, 3.671E+001, 2.442E+001, 2.252E+001, 2.277E+001, 2.302E+001, 2.359E+001, 2.431E+001, 2.898E+001, 5.982E+001, 6.828E+001, 6.167E+001, 4.959E+001, 4.142E+001, 3.433E+001, 2.721E+001, 2.515E+001, 2.381E+001, 2.269E+001, 4.185E+001, 1.173E+002, 1.190E+002, 1.100E+002, 9.982E+001, 1.021E+002, 1.071E+002, 1.137E+002, 1.191E+002, 1.319E+002, 1.495E+002, 2.255E+001, 3.519E+001, 2.839E+001, 2.167E+001, 1.945E+001, 1.912E+001, 1.895E+001, 1.881E+001, 1.883E+001, 1.882E+001, 1.888E+001, 7.715E+001, 7.708E+001, 7.850E+001, 7.951E+001, 7.942E+001, 7.933E+001, 8.107E+001, 6.700E+001, 8.641E+001, 7.801E+001, 7.186E+001, 7.345E+001, 7.111E+001, 5.941E+001, 6.373E+001, 6.448E+001, 6.807E+001, 7.269E+001, 6.108E+001, 5.413E+001, 5.854E+001, 6.762E+001, 5.722E+001, 8.583E+001, 6.922E+001, 5.709E+001, 6.298E+001, 6.359E+001, 7.647E+001, 4.917E+001, 5.354E+001, 5.691E+001, 5.664E+001, 4.437E+001, 4.781E+001, 4.666E+001, 5.023E+001, 2.075E-001, 3.869E-004, 1.794E-009, 1.911E-001, 6.487E-003, 1.914E-005, 4.000E+000
 4.200E+002, 5.911E+001, 5.007E+001, 3.503E+001, 2.853E+001, 2.778E+001, 2.579E+001, 2.513E+001, 2.449E+001, 2.505E+001, 2.909E+001, 5.805E+001, 6.150E+001, 5.500E+001, 4.373E+001, 4.001E+001, 3.618E+001, 3.313E+001, 3.193E+001, 2.964E+001, 2.701E+001, 4.212E+001, 1.091E+002, 9.694E+001, 8.463E+001, 7.271E+001, 7.185E+001, 7.532E+001, 8.206E+001, 8.570E+001, 9.359E+001, 1.056E+002, 2.262E+001, 3.617E+001, 3.461E+001, 2.343E+001, 1.942E+001, 1.899E+001, 1.882E+001, 1.874E+001, 1.868E+001, 1.868E+001, 1.879E+001, 6.959E+001, 7.063E+001, 7.307E+001, 7.397E+001, 7.547E+001, 7.581E+001, 7.587E+001, 7.635E+001, 7.929E+001, 6.732E+001, 6.186E+001, 7.595E+001, 6.543E+001, 5.887E+001, 6.442E+001, 6.142E+001, 6.774E+001, 6.691E+001, 5.608E+001, 5.380E+001, 5.650E+001, 6.178E+001, 5.133E+001, 8.824E+001, 7.022E+001, 5.465E+001, 5.863E+001, 5.707E+001, 7.032E+001, 4.516E+001, 5.010E+001, 5.428E+001, 5.070E+001, 3.981E+001, 4.561E+001, 4.746E+001, 4.788E+001, 2.078E-001, 3.868E-004, 1.612E-012, 1.915E-001, 6.447E-003, 1.902E-005, 4.000E+000
 4.300E+002, 6.706E+001, 5.487E+001, 3.679E+001, 3.053E+001, 2.713E+001, 2.439E+001, 2.396E+001, 2.364E+001, 2.427E+001, 2.920E+001, 5.914E+001, 6.613E+001, 6.053E+001, 4.715E+001, 4.197E+001, 3.854E+001, 3.593E+001, 3.480E+001, 3.187E+001, 2.885E+001, 4.236E+001, 1.113E+002, 1.111E+002, 1.066E+002, 1.025E+002, 1.038E+002, 1.111E+002, 1.219E+002, 1.296E+002, 1.502E+002, 1.730E+002, 2.268E+001, 3.714E+001, 3.630E+001, 2.379E+001, 1.910E+001, 1.879E+001, 1.869E+001, 1.865E+001, 1.865E+001, 1.874E+001, 1.885E+001, 7.433E+001, 7.469E+001, 7.701E+001, 7.783E+001, 7.824E+001, 7.811E+001, 7.575E+001, 7.416E+001, 7.999E+001, 7.308E+001, 6.543E+001, 6.819E+001, 6.507E+001, 6.805E+001, 6.189E+001, 6.445E+001, 6.389E+001, 6.733E+001, 5.971E+001, 5.630E+001, 5.381E+001, 6.250E+001, 5.268E+001, 8.253E+001, 6.875E+001, 5.797E+001, 5.857E+001, 5.849E+001, 7.805E+001, 4.708E+001, 4.817E+001, 5.345E+001, 5.234E+001, 4.090E+001, 4.220E+001, 4.515E+001, 4.516E+001, 2.075E-001, 3.865E-004, 4.718E-010, 1.906E-001, 6.646E-003, 1.965E-005, 4.000E+000
 4.400E+002, 7.071E+001, 5.576E+001, 3.610E+001, 2.665E+001, 2.376E+001, 2.335E+001, 2.349E+001, 2.439E+001, 2.476E+001, 2.929E+001, 6.104E+001, 7.130E+001, 6.278E+001, 4.589E+001, 3.891E+001, 2.924E+001, 2.625E+001, 2.525E+001, 2.453E+001, 2.380E+001, 4.259E+001, 1.142E+002, 1.177E+002, 1.111E+002, 1.066E+002, 1.088E+002, 1.181E+002, 1.338E+002, 1.426E+002, 1.624E+002, 1.836E+002, 2.274E+001, 3.709E+001, 3.414E+001, 2.261E+001, 1.920E+001, 1.903E+001, 1.892E+001, 1.887E+001, 1.885E+001, 1.885E+001, 1.889E+001, 8.185E+001, 8.208E+001, 8.420E+001, 8.558E+001, 8.752E+001, 8.858E+001, 8.587E+001, 7.831E+001, 8.753E+001, 7.671E+001, 7.201E+001, 7.269E+001, 7.082E+001, 6.673E+001, 6.820E+001, 6.363E+001, 7.137E+001, 7.324E+001, 6.656E+001, 5.649E+001, 6.009E+001, 6.545E+001, 5.375E+001, 8.624E+001, 7.148E+001, 5.659E+001, 6.282E+001, 5.881E+001, 8.327E+001, 4.588E+001, 5.465E+001, 5.672E+001, 5.167E+001, 4.253E+001, 4.878E+001, 4.905E+001, 4.604E+001, 2.072E-001, 3.890E-004, 1.041E-008, 1.904E-001, 6.869E-003, 2.034E-005, 4.000E+000
 4.500E+002, 6.025E+001, 4.634E+001, 3.100E+001, 2.373E+001, 2.258E+001, 2.277E+001, 2.299E+001, 2.369E+001, 2.450E+001, 2.938E+001, 5.936E+001, 6.481E+001, 5.825E+001, 4.561E+001, 3.938E+001, 3.031E+001, 2.405E+001, 2.309E+001, 2.244E+001, 2.241E+001, 4.279E+001, 1.159E+002, 1.094E+002, 9.754E+001, 8.891E+001, 9.121E+001, 9.529E+001, 1.038E+002, 1.099E+002, 1.268E+002, 1.493E+002, 2.279E+001, 3.815E+001, 3.702E+001, 2.393E+001, 1.899E+001, 1.877E+001, 1.868E+001, 1.864E+001, 1.864E+001, 1.866E+001, 1.874E+001, 7.913E+001, 7.980E+001, 8.309E+001, 8.521E+001, 8.581E+001, 8.601E+001, 8.561E+001, 8.020E+001, 9.044E+001, 7.764E+001, 6.411E+001, 7.720E+001, 7.554E+001, 6.005E+001, 6.013E+001, 7.157E+001, 6.849E+001, 7.293E+001, 5.935E+001, 6.194E+001, 5.792E+001, 6.474E+001, 5.399E+001, 9.371E+001, 7.519E+001, 5.915E+001, 6.705E+001, 6.076E+001, 7.279E+001, 4.971E+001, 5.353E+001, 5.774E+001, 5.119E+001, 4.349E+001, 4.956E+001, 5.150E+001, 4.605E+001, 2.071E-001, 3.868E-004, 3.997E-009, 1.888E-001, 7.671E-003, 2.286E-005, 4.000E+000
 4.600E+002, 6.002E+001, 4.896E+001, 3.506E+001, 2.532E+001, 2.318E+001, 2.292E+001, 2.308E+001, 2.360E+001, 2.452E+001, 2.946E+001, 5.991E+001, 6.555E+001, 6.018E+001, 4.863E+001, 4.263E+001, 3.885E+001, 3.061E+001, 2.733E+001, 2.349E+001, 2.263E+001, 4.297E+001, 1.213E+002, 1.206E+002, 1.091E+002, 1.062E+002, 1.128E+002, 1.260E+002, 1.443E+002, 1.547E+002, 1.797E+002, 2.155E+002, 2.285E+001, 3.769E+001, 3.203E+001, 2.195E+001, 1.879E+001, 1.863E+001, 1.858E+001, 1.855E+001, 1.855E+001, 1.859E+001, 1.870E+001, 7.858E+001, 7.817E+001, 7.892E+001, 7.993E+001, 8.200E+001, 8.320E+001, 8.650E+001, 7.214E+001, 9.179E+001, 8.320E+001, 7.025E+001, 8.032E+001, 7.298E+001, 6.766E+001, 6.665E+001, 7.400E+001, 7.250E+001, 7.258E+001, 5.880E+001, 5.941E+001, 6.180E+001, 6.566E+001, 5.431E+001, 9.156E+001, 7.312E+001, 6.077E+001, 6.587E+001, 5.995E+001, 7.983E+001, 5.089E+001, 5.528E+001, 5.827E+001, 5.256E+001, 4.500E+001, 4.796E+001, 5.020E+001, 4.895E+001, 2.071E-001, 3.860E-004, 1.102E-009, 1.908E-001, 6.681E-003, 1.975E-005, 4.000E+000
